"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Answer.annotatedResult.keypoints","Approve","Reject"
"3ECKRY5B1RKE95O7KD5KFJ6KBJOIZC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","4","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","33PPO7FECX3DTOH5IXMPCBJBI48DIY","A2OC3AIKVCP8IL","Rejected","Sat Dec 09 14:52:38 PST 2023","Sat Dec 09 14:53:12 PST 2023","Tue Dec 12 14:53:12 PST 2023","","Sat Dec 09 15:08:24 PST 2023","The user annotates nothing","34","0% (0/9)","0% (0/9)","0% (0/9)","000250_rgb.png","376","1241","[]"
"3ECKRY5B1RKE95O7KD5KFJ6KBJOIZC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","4","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","3VNL7UK1XH700MBC3FGJEIO55Y3TF5","A33E2UQQ1LXIG1","Submitted","Sat Dec 09 14:56:39 PST 2023","Sat Dec 09 14:58:41 PST 2023","Tue Dec 12 14:58:41 PST 2023","","","","122","0% (0/0)","0% (0/0)","0% (0/0)","000250_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":308,""y"":323},{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":300,""y"":321},{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":306,""y"":318}]"
"3ECKRY5B1RKE95O7KD5KFJ6KBJOIZC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","4","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","3X08E93BHX6YFV7P695M92JESRP664","AJVEN88IAR7O8","Submitted","Sat Dec 09 14:56:17 PST 2023","Sat Dec 09 15:00:07 PST 2023","Tue Dec 12 15:00:07 PST 2023","","","","230","0% (0/0)","0% (0/0)","0% (0/0)","000250_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":304,""y"":326}]"
"3ECKRY5B1RKE95O7KD5KFJ6KBJOIZC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","4","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","33F859I5681KIW81YJDYH9UWF6JHB4","A250VREHMWLHPT","Submitted","Sat Dec 09 15:08:24 PST 2023","Sat Dec 09 15:08:45 PST 2023","Tue Dec 12 15:08:45 PST 2023","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","000250_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":937,""y"":326}]"
"3EKTG13IZVRG0ZXUQRC3ZX23DJ0LMC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","3","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","3VAR3R6G1RPB8FWHZKOEAG1WJM98OH","A17UAOC5ANZTLF","Submitted","Sat Dec 09 14:50:37 PST 2023","Sat Dec 09 14:53:22 PST 2023","Tue Dec 12 14:53:22 PST 2023","","","","165","0% (0/0)","0% (0/0)","0% (0/0)","000251_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":521,""y"":258}]"
"3EKTG13IZVRG0ZXUQRC3ZX23DJ0LMC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","3","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","39ZSFO5CAAKV51CXMAXEYC2ZHJRJUP","A39SK1E6IMQBD5","Submitted","Sat Dec 09 14:51:08 PST 2023","Sat Dec 09 14:55:03 PST 2023","Tue Dec 12 14:55:03 PST 2023","","","","235","100% (8/8)","0% (0/0)","0% (0/0)","000251_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":503,""y"":256}]"
"3EKTG13IZVRG0ZXUQRC3ZX23DJ0LMC","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:36 PST 2023","3","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:36 PST 2023","","","337RC3OW07Q1D6PXULJWADHAZF5LVI","ALP4Y6CZU2OSL","Submitted","Sat Dec 09 15:02:03 PST 2023","Sat Dec 09 15:03:36 PST 2023","Tue Dec 12 15:03:36 PST 2023","","","","93","0% (0/0)","0% (0/0)","0% (0/0)","000251_rgb.png","376","1241","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":506,""y"":258}]"
"3ICOHX7ENDZ5RFGVK021O5561JZ0EU","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:37 PST 2023","3","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:37 PST 2023","","","3MH9DQ757Y0LEZMWE4CB1ZAJPRAUGW","A1ET1BCJ2DHKML","Submitted","Sat Dec 09 14:51:28 PST 2023","Sat Dec 09 14:52:04 PST 2023","Tue Dec 12 14:52:04 PST 2023","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","000450_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":671,""y"":179}]"
"3ICOHX7ENDZ5RFGVK021O5561JZ0EU","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:37 PST 2023","3","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:37 PST 2023","","","337RC3OW07Q1D6PXULJWADHAZF6VLT","A1198W1SPF1R4","Submitted","Sat Dec 09 14:53:21 PST 2023","Sat Dec 09 14:53:31 PST 2023","Tue Dec 12 14:53:31 PST 2023","","","","10","100% (93/93)","100% (2/2)","100% (2/2)","000450_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":692,""y"":209}]"
"3ICOHX7ENDZ5RFGVK021O5561JZ0EU","3YO63Q6HK6HHB6LQ14UFI4TSR07NRH","Relative Depth Estimation: Select the farther marker","You are given a image with two markers. You need to click on the marker that is farther away from the camera. Each task takes about 10 seconds to complete.","easy, points, classification, depth, labeling, vision, image, machine learning, AI, artificial intelligence","$0.03","Sat Dec 09 14:50:37 PST 2023","3","BatchId:5166059;OriginalHitTemplateId:928478963;","300","259200","Tue Dec 12 14:50:37 PST 2023","","","3VD82FOHKSCDKIMUGW4JC2XF9DUOC3","A238NNJ0XUW5LU","Submitted","Sat Dec 09 14:51:18 PST 2023","Sat Dec 09 14:53:55 PST 2023","Tue Dec 12 14:53:55 PST 2023","","","","157","0% (0/0)","0% (0/0)","0% (0/0)","000450_rgb.png","375","1242","[{""label"":""The FARTHER marker. Click just ONCE at the marker CENTER"",""x"":698,""y"":213}]"
